 4.232E-02 1.174E-01 1.548E-01 1.562E-01 1.408E-01 1.217E-01 1.013E-01 7.623E-02 4.848E-02 2.546E-02
 4.536E-02 1.239E-01 1.603E-01 1.581E-01 1.390E-01 1.179E-01 9.704E-02 7.274E-02 4.630E-02 2.443E-02
 4.857E-02 1.308E-01 1.660E-01 1.599E-01 1.371E-01 1.139E-01 9.265E-02 6.916E-02 4.406E-02 2.337E-02
 5.195E-02 1.380E-01 1.720E-01 1.616E-01 1.350E-01 1.097E-01 8.815E-02 6.549E-02 4.177E-02 2.227E-02
 5.502E-02 1.446E-01 1.777E-01 1.636E-01 1.333E-01 1.059E-01 8.380E-02 6.187E-02 3.946E-02 2.114E-02
 5.816E-02 1.514E-01 1.835E-01 1.656E-01 1.315E-01 1.020E-01 7.941E-02 5.822E-02 3.713E-02 1.999E-02
 6.136E-02 1.583E-01 1.894E-01 1.676E-01 1.297E-01 9.804E-02 7.501E-02 5.458E-02 3.480E-02 1.882E-02
 6.459E-02 1.652E-01 1.952E-01 1.695E-01 1.278E-01 9.406E-02 7.063E-02 5.097E-02 3.247E-02 1.763E-02
 6.784E-02 1.722E-01 2.011E-01 1.714E-01 1.259E-01 9.010E-02 6.630E-02 4.741E-02 3.016E-02 1.644E-02
 7.107E-02 1.791E-01 2.069E-01 1.732E-01 1.239E-01 8.617E-02 6.205E-02 4.392E-02 2.790E-02 1.526E-02
 7.428E-02 1.859E-01 2.125E-01 1.749E-01 1.219E-01 8.230E-02 5.791E-02 4.054E-02 2.569E-02 1.409E-02
 7.745E-02 1.927E-01 2.181E-01 1.765E-01 1.199E-01 7.851E-02 5.389E-02 3.727E-02 2.355E-02 1.296E-02
 8.055E-02 1.992E-01 2.234E-01 1.780E-01 1.180E-01 7.482E-02 5.002E-02 3.413E-02 2.150E-02 1.185E-02
 8.356E-02 2.056E-01 2.286E-01 1.793E-01 1.160E-01 7.126E-02 4.633E-02 3.115E-02 1.954E-02 1.079E-02
 8.627E-02 2.114E-01 2.333E-01 1.807E-01 1.143E-01 6.803E-02 4.292E-02 2.837E-02 1.770E-02 9.785E-03
 8.886E-02 2.169E-01 2.378E-01 1.820E-01 1.127E-01 6.497E-02 3.970E-02 2.575E-02 1.597E-02 8.830E-03
 9.133E-02 2.221E-01 2.421E-01 1.832E-01 1.111E-01 6.207E-02 3.669E-02 2.331E-02 1.435E-02 7.933E-03
 9.366E-02 2.270E-01 2.460E-01 1.842E-01 1.096E-01 5.934E-02 3.388E-02 2.105E-02 1.285E-02 7.097E-03
 9.586E-02 2.317E-01 2.497E-01 1.851E-01 1.081E-01 5.678E-02 3.128E-02 1.896E-02 1.146E-02 6.323E-03
 9.792E-02 2.360E-01 2.531E-01 1.859E-01 1.067E-01 5.439E-02 2.888E-02 1.705E-02 1.020E-02 5.612E-03
 9.985E-02 2.401E-01 2.563E-01 1.866E-01 1.053E-01 5.217E-02 2.667E-02 1.530E-02 9.039E-03 4.962E-03
 1.017E-01 2.438E-01 2.591E-01 1.872E-01 1.040E-01 5.012E-02 2.466E-02 1.372E-02 7.991E-03 4.372E-03
 1.033E-01 2.473E-01 2.618E-01 1.876E-01 1.028E-01 4.822E-02 2.282E-02 1.228E-02 7.045E-03 3.838E-03
 1.049E-01 2.505E-01 2.642E-01 1.880E-01 1.016E-01 4.647E-02 2.116E-02 1.099E-02 6.196E-03 3.358E-03
 1.064E-01 2.535E-01 2.663E-01 1.883E-01 1.005E-01 4.486E-02 1.965E-02 9.834E-03 5.437E-03 2.929E-03
 1.077E-01 2.562E-01 2.683E-01 1.885E-01 9.946E-02 4.339E-02 1.829E-02 8.800E-03 4.761E-03 2.547E-03
 1.090E-01 2.588E-01 2.701E-01 1.887E-01 9.845E-02 4.203E-02 1.707E-02 7.878E-03 4.162E-03 2.208E-03
 1.101E-01 2.611E-01 2.717E-01 1.887E-01 9.748E-02 4.078E-02 1.597E-02 7.059E-03 3.633E-03 1.909E-03
 1.112E-01 2.633E-01 2.731E-01 1.888E-01 9.655E-02 3.963E-02 1.498E-02 6.333E-03 3.166E-03 1.646E-03
 1.122E-01 2.653E-01 2.744E-01 1.887E-01 9.567E-02 3.858E-02 1.409E-02 5.692E-03 2.757E-03 1.416E-03
 1.132E-01 2.672E-01 2.756E-01 1.886E-01 9.481E-02 3.760E-02 1.329E-02 5.126E-03 2.398E-03 1.215E-03
 1.141E-01 2.690E-01 2.767E-01 1.885E-01 9.399E-02 3.671E-02 1.258E-02 4.627E-03 2.085E-03 1.040E-03
 1.149E-01 2.706E-01 2.776E-01 1.883E-01 9.319E-02 3.587E-02 1.193E-02 4.187E-03 1.813E-03 8.877E-04
 1.157E-01 2.721E-01 2.785E-01 1.881E-01 9.242E-02 3.510E-02 1.135E-02 3.801E-03 1.576E-03 7.565E-04
 1.167E-01 2.738E-01 2.793E-01 1.877E-01 9.148E-02 3.425E-02 1.078E-02 3.447E-03 1.367E-03 6.427E-04
 1.176E-01 2.755E-01 2.801E-01 1.873E-01 9.055E-02 3.345E-02 1.026E-02 3.134E-03 1.187E-03 5.449E-04
 1.184E-01 2.771E-01 2.809E-01 1.868E-01 8.963E-02 3.269E-02 9.784E-03 2.859E-03 1.031E-03 4.610E-04
 1.193E-01 2.786E-01 2.815E-01 1.863E-01 8.873E-02 3.197E-02 9.349E-03 2.615E-03 8.956E-04 3.892E-04
 1.201E-01 2.801E-01 2.821E-01 1.858E-01 8.784E-02 3.128E-02 8.949E-03 2.400E-03 7.792E-04 3.280E-04
 1.209E-01 2.816E-01 2.827E-01 1.853E-01 8.696E-02 3.061E-02 8.580E-03 2.210E-03 6.789E-04 2.758E-04
 1.217E-01 2.830E-01 2.832E-01 1.847E-01 8.608E-02 2.998E-02 8.239E-03 2.041E-03 5.926E-04 2.315E-04
 1.225E-01 2.844E-01 2.837E-01 1.841E-01 8.521E-02 2.936E-02 7.922E-03 1.891E-03 5.183E-04 1.941E-04
 1.233E-01 2.857E-01 2.842E-01 1.835E-01 8.434E-02 2.877E-02 7.626E-03 1.756E-03 4.544E-04 1.624E-04
 1.241E-01 2.871E-01 2.846E-01 1.829E-01 8.348E-02 2.819E-02 7.349E-03 1.637E-03 3.994E-04 1.357E-04
 1.249E-01 2.885E-01 2.850E-01 1.823E-01 8.259E-02 2.762E-02 7.083E-03 1.528E-03 3.518E-04 1.132E-04
 1.257E-01 2.898E-01 2.854E-01 1.816E-01 8.171E-02 2.705E-02 6.832E-03 1.429E-03 3.109E-04 9.440E-05
 1.265E-01 2.912E-01 2.858E-01 1.809E-01 8.083E-02 2.650E-02 6.593E-03 1.340E-03 2.756E-04 7.862E-05
 1.273E-01 2.925E-01 2.861E-01 1.802E-01 7.994E-02 2.596E-02 6.366E-03 1.260E-03 2.451E-04 6.544E-05
 1.281E-01 2.939E-01 2.865E-01 1.795E-01 7.906E-02 2.543E-02 6.149E-03 1.186E-03 2.188E-04 5.446E-05
 1.289E-01 2.952E-01 2.868E-01 1.787E-01 7.818E-02 2.491E-02 5.941E-03 1.118E-03 1.960E-04 4.532E-05
 1.297E-01 2.965E-01 2.871E-01 1.780E-01 7.729E-02 2.439E-02 5.742E-03 1.056E-03 1.762E-04 3.774E-05
 1.305E-01 2.979E-01 2.874E-01 1.772E-01 7.640E-02 2.389E-02 5.549E-03 9.985E-04 1.590E-04 3.145E-05
 1.313E-01 2.992E-01 2.876E-01 1.764E-01 7.551E-02 2.339E-02 5.364E-03 9.452E-04 1.439E-04 2.625E-05
 1.322E-01 3.006E-01 2.879E-01 1.756E-01 7.462E-02 2.289E-02 5.184E-03 8.954E-04 1.307E-04 2.196E-05
